"CONS_OB","DESIG","DESIG_E","DESIG_T","GIS_ARE","GIS_M_A","GOV_TYP","INT_CRI","ISO3","IUCN_CA","MANG_AU","MANG_PL","MARINE","METADAT","NAME","NO_TAKE","NO_TK_A","ORIG_NA","OWN_TYP","PARENT_","PA_DEF","REP_ARE","REP_M_A","STATUS","STATUS_","SUB_LOC","SUPP_IN","VERIF","WDPAID","WDPA_PI","GEOMETR","AREA_KM","FID","SRTM90_","LOW_ARE","startnode_ID","mean_m","min_m","max_m","range_m","calculatedarea_km2"
"Not Applicable","Santuario de Fauna y Flora","Fauna and Flora Sanctuary","National",10.4589361,0,"Federal or national ministry or agency","Not Applicable","COL","IV","Parques Nacionales Naturales de Colombia","http://runap.parquesnacionales.gov.co/","terrestrial",1861,"Los Colorados","Not Applicable",NA,"Los Colorados","Not Reported","COL","PA",10.4196324,0,"Designated",1977,"CO-BOL","Not Applicable","State Verified",128,"128","POLYGON",10.415662,0,500,10.4582585442136,138,266.086851414339,173.133224487305,375,201.866775512695,10.4156595627785
"Not Applicable","Specially Protected Area (Cartagena Convention)","Specially Protected Area (Cartagena Convention)","Regional",278.1167369,0.9016222,"Federal or national ministry or agency","Not Applicable","COL","IV","Parques Nacionales Naturales de Colombia","http://www.spaw-palisting.org/area_public/show/id/29/template/C6","terrestrial",1900,"Cienaga Grande De Santa Marta","Not Applicable",NA,"Cienaga Grande De Santa Marta","Not Reported","COL","PA",268.1,0,"Designated",1977,"Not Reported","Not Applicable","State Verified",555624217,"555624217","POLYGON",9.92962474266692,0,500,7.90404923225863,139,3.44879282283393,0,13,13,7.87233394809514
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",23.7950305,20.1080527,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","partial",822,"Penon de La Honda","Not Reported",NA,"Peñón de La Honda","Not Reported","PAN","PA",23.6787481,19.6568113,"Designated",1982,"Not Reported","Not Applicable","State Verified",17182,"17182","POLYGON",23.9204305,0,500,5.17348587988204,140,9.18884204213795,3,16,13,5.15166696192474
"Not Applicable","Reserva Natural","Nature Reserve","National",865.4585689,97.4630807,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","partial",820,"Delta Estero Real","Not Reported",NA,"Delta Estero Real","Not Reported","NIC","PA",861.49648,861.49648,"Designated",1983,"NI-CI","Not Applicable","State Verified",12652,"12652","POLYGON",862.2559735,0,500,766.135407438349,141,8.0280002709404,0,197,197,763.22007886172
"Not Applicable","Reserva Natural","Nature Reserve","National",215.1859797,110.503366,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","partial",820,"Estero Padre Ramos","Not Reported",NA,"Estero Padre Ramos","Not Reported","NIC","PA",214.20949,101.9312,"Designated",1983,"NI-CI","Not Applicable","State Verified",30633,"30633","POLYGON",214.214562,0,500,88.7691825545652,142,9.73733916560045,2,96,94,88.4304194729818
"Not Applicable","Reserva Natural","Nature Reserve","National",132.7938479,99.6156427,"Collaborative governance","Not Applicable","NIC","IV","Universidad Autonoma de Nicaragua-León (UNAN-LEÓN)","Not Reported","partial",820,"Isla Juan Venado","Not Reported",NA,"Isla Juan Venado","Not Reported","NIC","PA",132.17491,101.7243,"Designated",1983,"NI-LE","Not Applicable","State Verified",34672,"34672","POLYGON",132.32472,0,500,31.4819676937764,143,7.83793692587584,4,13,9,31.360318132101
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",297.4052097,249.2530966,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","partial",820,"Rio Escalante Chacocente","Not Reported",NA,"Río Escalante Chacocente","Not Reported","NIC","PA",296.04533,249.4223,"Designated",1983,"NI-CA","Not Applicable","State Verified",12658,"12658","POLYGON",295.869339,0,500,47.9600042998232,144,58.1231906549365,2,262,260,47.7712673197565
"Not Applicable","Zona Protectora","Protected Zone","National",29.1781361,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Cerros de Turrubares","Not Applicable",NA,"Cerros de Turrubares","Joint ownership","CRI","PA",29.0554008,0,"Designated",1983,"CR-SJ","Not Applicable","State Verified",19376,"19376","POLYGON",29.205619,0,500,11.8931929410332,145,323.205263569257,98,595.925964355469,497.925964355469,11.8446456885061
"Not Applicable","Reserva Natural","Nature Reserve","National",177.1130032,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Complejo Volcanico San Cristobal   Casitas  Chonco","Not Applicable",NA,"Complejo Volcánico San Cristóbal ? Casitas- Chonco","Not Reported","NIC","PA",176.29469,0,"Designated",1983,"NI-CI","Not Applicable","State Verified",61042,"61042","POLYGON",176.4566945,0,500,79.3298960903755,146,385.535794124425,235.941513061523,535.148986816406,299.207473754883,79.0262265768942
"Not Applicable","Reserva Natural","Nature Reserve","National",98.5355127,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Complejo Volcanico Telica   Rota","Not Applicable",NA,"Complejo Volcánico Telica ? Rota","Not Reported","NIC","PA",98.08025,0,"Designated",1983,"NI-LE","Not Applicable","State Verified",61043,"61043","POLYGON",98.1384495,0,500,62.3712785581782,147,374.060812463183,171,551.337768554688,380.337768554688,62.1319171895617
"Not Applicable","Reserva Natural","Nature Reserve","National",116.2292125,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Complejo Volcanico Pilas   El Hoyo","Not Applicable",NA,"Complejo Volcánico Pilas ? El Hoyo","Not Reported","NIC","PA",115.69401,0,"Designated",1983,"NI-LE","Not Applicable","State Verified",61044,"61044","POLYGON",115.332102,0,500,89.7481985604754,148,279.380760948826,92,577.812744140625,485.812744140625,89.4031156008545
"Not Applicable","Reserva Natural","Nature Reserve","National",24.7484035,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Lagunetas de Mecatepe y Rio Manares","Not Applicable",NA,"Lagunetas de Mecatepe y Río Manares","Not Reported","NIC","PA",24.63979,0,"Designated",1983,"NI-GR","Not Applicable","State Verified",107233,"107233","POLYGON",24.593768,0,500,24.6904784763712,149,67.5180845120144,32.8414688110352,107,74.1585311889648,24.5937614682578
"Not Applicable","Reserva Natural","Nature Reserve","National",25.6415884,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Peninsula de Chiltepe","Not Applicable",NA,"Península de Chiltepe","Not Reported","NIC","PA",25.52528,0,"Designated",1983,"NI-MN","Not Applicable","State Verified",12655,"12655","POLYGON",25.511057,0,500,25.6101795626783,150,193.782887943593,41,463,422,25.5110328457599
"Not Applicable","Reserva Natural","Nature Reserve","National",141.8703045,10.2341762,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Volcan Cosiguina","Not Applicable",NA,"Volcán Cosigüina","Not Reported","NIC","PA",141.23183,16.6474,"Designated",1983,"NI-CI","Not Applicable","State Verified",12659,"12659","POLYGON",141.2284205,0,500,113.001479475687,151,247.198077374637,-6,570.309814453125,576.309814453125,112.572282282786
"Not Applicable","Reserva Natural","Nature Reserve","National",139.0086654,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Laguna de Tisma","Not Applicable",NA,"Laguna de Tisma","Not Reported","NIC","PA",138.40417,0,"Designated",1983,"NI-GR","Not Applicable","State Verified",12674,"12674","POLYGON",138.499622,0,500,139.039946427599,152,34.6841524102764,29,46,17,138.499621579596
"Not Applicable","Zona Protectora","Protected Zone","National",25.2222224,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"La Selva","Not Applicable",NA,"La Selva","Joint ownership","CRI","PA",25.1154995,0,"Designated",1984,"CR-H","Not Applicable","State Verified",555697609,"555697609","POLYGON",25.1755115,0,500,22.0574464706131,153,116.370315707603,43,497,454,21.9684392450108
"Not Applicable","Zona Protectora","Protected Zone","National",23.2321105,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Cerro Nara","Not Applicable",NA,"Cerro Nara","Joint ownership","CRI","PA",23.1313992,0,"Designated",1984,"CR-SJ","Not Applicable","State Verified",21407,"21407","POLYGON",23.168923,0,500,8.91003635315754,154,363.399709269948,195,518.835571289062,323.835571289062,8.87342957779744
"Not Applicable","Crooked Tree Wildlife Sanctuary","Wildlife Sanctuary","National",148.459671,0,"Collaborative governance","Not Applicable","BLZ","IV","Forest Department/Belize Audubon Society","Not Reported","terrestrial",1844,"Crooked Tree","Not Applicable",NA,"Crooked Tree","Not Reported","BLZ","PA",167.1230296,0,"Designated",1984,"BZ-BZ/BZ-OW","Not Applicable","State Verified",166863,"166863","POLYGON",147.590157,0,500,148.067923881503,155,9.83794692569521,2,31,29,147.589903776774
"Not Applicable","Cockscomb Basin Wildlife Sanctuary","Wildlife Sanctuary","National",497.6947126,0,"Collaborative governance","Not Applicable","BLZ","IV","Forest Department/Belize Audubon Society","Not Reported","terrestrial",1844,"Cockscomb Basin","Not Applicable",NA,"Cockscomb Basin","Not Reported","BLZ","PA",353.3634089,0,"Designated",1984,"BZ-SC/BZ-TOL","Not Applicable","State Verified",10579,"10579","POLYGON",495.510758,0,500,347.118735547404,156,274.71736475256,63,566.530578613281,503.530578613281,345.950511942901
"Not Applicable","Private Reserve","Private Reserve","National",52.8262776,0,"Local communities","Not Applicable","BLZ","IV","Communittees from Flowers Bank to St. Pauls Bank","Not Reported","terrestrial",1844,"Bermudian Landing Community Baboon Sanctuary","Not Applicable",NA,"Bermudian Landing Community Baboon Sanctuary","Not Reported","BLZ","PA",52.5281963,0,"Designated",1985,"BZ-BZ","Not Applicable","State Verified",19553,"19553","POLYGON",52.5437895,0,500,52.7154653042803,157,19.9392200176376,8,36,28,52.5437810699041
"Not Applicable","Zona Protectora","Protected Zone","National",25.0758706,0.0680519,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Tivives","Not Applicable",NA,"Tivives","Joint ownership","CRI","PA",24.9724007,24.9724,"Designated",1986,"CR-P","Not Applicable","State Verified",19384,"19384","POLYGON",24.981837,0,500,23.8302437908096,158,64.0428207433534,6,169,163,23.7330953111575
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",130.7996641,45.5617964,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF y FUCSA","Existing","partial",1927,"Barras de Cuero y Salado","Not Reported",NA,"Barras de Cuero y Salado","Multiple ownership","HND","PA",130.27004,50.38344,"Designated",1987,"HN-AT","Not Applicable","State Verified",18816,"18816","POLYGON",130.3604575,0,500,84.9188905929429,159,6.94960480739245,1,15,14,84.6228209057801
"Not Applicable","Zona Protectora","Protected Zone","National",42.8013308,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Acuiferos Guacimo y Pococi","Not Applicable",NA,"Acuiferos Guacimo y Pococi","Joint ownership","CRI","PA",42.6190987,0,"Designated",1987,"CR-L","Not Applicable","State Verified",19371,"19371","POLYGON",42.541183,0,500,9.38407337723402,160,411.03436610608,255,521.764343261719,266.764343261719,9.346025294365
"Not Applicable","Private Reserve","Private Reserve","National",1053.4561619,0,"Not Reported","Not Applicable","BLZ","IV","Program for Belize","Not Reported","terrestrial",1844,"Rio Bravo Conservation   Management Area","Not Applicable",NA,"Rio Bravo Conservation & Management","Not Reported","BLZ","PA",1048.9694652,0,"Designated",1988,"BZ-OW","Not Applicable","State Verified",20224,"20224","POLYGON",1042.08226182404,0,500,1045.46874774539,161,62.2151333337118,0,237,237,1042.08222737608
"Not Applicable","Zona Protectora","Protected Zone","National",92.2461675,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Rio Banano","Not Applicable",NA,"Rio Banano","Joint ownership","CRI","PA",91.8702011,0,"Designated",1990,"CR-L","Not Applicable","State Verified",61925,"61925","POLYGON",91.7984414556656,0,500,23.7910015193652,162,403.624028611578,186,522.433532714844,336.433532714844,23.6939411655268
"Not Applicable","Zona Protectora","Protected Zone","National",60.2088842,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Tortuguero","Not Applicable",NA,"Tortuguero","Joint ownership","CRI","PA",59.9732018,0,"Designated",1990,"CR-L","Not Applicable","State Verified",30599,"30599","POLYGON",59.7721336319997,0,500,60.0089979264153,163,19.9681052705157,10,32,22,59.7673899669905
"Not Applicable","Reserva Natural","Nature Reserve","National",43.9918669,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Pis Pis","Not Applicable",NA,"Pis Pis","Not Reported","NIC","PA",43.85837,0,"Designated",1991,"NI-CN","Not Applicable","State Verified",555698175,"555698175","POLYGON",43.883545,0,500,40.0940485885594,164,402.148236097556,324,551.685424804688,227.685424804688,39.9458597078833
"Not Applicable","Reserva Natural","Nature Reserve","National",173.9387242,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Serranias de Yolaina","Not Applicable",NA,"Serranías de Yolaina","Not Reported","NIC","PA",173.47079,0,"Designated",1991,"NI-SJ","Not Applicable","State Verified",555698176,"555698176","POLYGON",173.2576295,0,500,172.377580334643,165,200.540457263739,43,500.80712890625,457.80712890625,171.700109802657
"Not Applicable","Reserva Natural","Nature Reserve","National",25.1552814,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Makantaka","Not Applicable",NA,"Makantaka","Not Reported","NIC","PA",25.10499,0,"Designated",1991,"NI-CN","Not Applicable","State Verified",302132,"302132","POLYGON",25.0263605,0,500,25.1218926464015,166,13.0337206517506,7,25,18,25.0271412760265
"Not Applicable","Reserva Natural","Nature Reserve","National",108.5475894,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Sierra Quirragua","Not Applicable",NA,"Sierra Quirragua","Not Reported","NIC","PA",108.12378,0,"Designated",1991,"NI-MT","Not Applicable","State Verified",61059,"61059","POLYGON",108.049396,0,500,20.7387828468674,167,426.646954193531,303,578.354553222656,275.354553222656,20.6598238192141
"Not Applicable","Reserva Natural","Nature Reserve","National",60.8353937,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Fila Masigue","Not Applicable",NA,"Fila Masigüe","Not Reported","NIC","PA",60.5993,0,"Designated",1991,"NI-BO","Not Applicable","State Verified",61061,"61061","POLYGON",60.5304115,0,500,13.9574078449963,168,461.154616478248,359.994018554688,533.582336425781,173.588317871094,13.9037290450117
"Not Applicable","Reserva Natural","Nature Reserve","National",44.1856954,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Yulu","Not Applicable",NA,"Yulu","Not Reported","NIC","PA",44.13218,0,"Designated",1991,"NI-CN","Not Applicable","State Verified",61066,"61066","POLYGON",44.020738,0,500,44.1834077504271,169,33.3604483731319,10,125,115,44.0206002429494
"Not Applicable","Reserva Natural","Nature Reserve","National",42.491109,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Kligna","Not Applicable",NA,"Kligna","Not Reported","NIC","PA",42.43397,0,"Designated",1991,"NI-CN","Not Applicable","State Verified",61067,"61067","POLYGON",42.2951675,0,500,42.4516752836459,170,21.8022123394812,11,53,42,42.2947965494772
"Not Applicable","Reserva Natural","Nature Reserve","National",49.0734702,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Limbaika","Not Applicable",NA,"Limbaika","Not Reported","NIC","PA",48.97456,0,"Designated",1991,"NI-CN","Not Applicable","State Verified",61071,"61071","POLYGON",48.9564375,0,500,49.1403849822488,171,15.9656028109882,7,28,21,48.9565167623498
"Not Applicable","Reserva Natural","Nature Reserve","National",42.9891404,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Llanos de Karawala","Not Applicable",NA,"Llanos de Karawala","Not Reported","NIC","PA",42.93359,0,"Designated",1991,"NI-CS","Not Applicable","State Verified",61072,"61072","POLYGON",42.7992465,0,500,42.9624424026961,172,39.2755102845306,14,62,48,42.7992402551482
"Not Applicable","Reserva Natural","Nature Reserve","National",2253.5343333,0.4849875,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Cerro Wawashang","Not Applicable",NA,"Cerro Wawashang","Not Reported","NIC","PA",2249.2858,0,"Designated",1991,"NI-CS","Not Applicable","State Verified",61074,"61074","POLYGON",2244.915641,0,500,2247.33488977616,173,49.3542396157692,0,496,496,2238.72786592245
"Not Applicable","Reserva Natural","Nature Reserve","National",149.7632685,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Complejo Volcanico Momotombo   Momotombito","Not Applicable",NA,"Complejo Volcánico Momotombo - Momotombito","Not Reported","NIC","PA",149.06962,0,"Designated",1991,"NI-LE","Not Applicable","State Verified",12661,"12661","POLYGON",148.8855635,0,500,141.352817803827,174,133.332363097539,41,538.773010253906,497.773010253906,140.807886130971
"Not Applicable","Reserva Natural","Nature Reserve","National",192.6894798,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Sierra Amerrisque","Not Applicable",NA,"Sierra Amerrisque","Not Reported","NIC","PA",191.94857,0,"Designated",1991,"NI-CO","Not Applicable","State Verified",12672,"12672","POLYGON",191.918878,0,500,105.224187331215,175,349.624388637462,135,553.348266601562,418.348266601562,104.816463181537
"Not Applicable","Reserva Natural","Nature Reserve","National",41.9102323,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Laguna de Apoyo","Not Applicable",NA,"Laguna de Apoyo","Not Reported","NIC","PA",41.72487,0,"Designated",1991,"NI-GR","Not Applicable","State Verified",34671,"34671","POLYGON",41.7555985,0,500,41.4929243935443,176,180.789003686248,73,499.539855957031,426.539855957031,41.3310071527448
"Not Applicable","Reserva Natural","Nature Reserve","National",38.1831863,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Cerro Alamikamba","Not Applicable",NA,"Cerro Alamikamba","Not Reported","NIC","PA",38.09606,0,"Designated",1991,"NI-CN","Not Applicable","State Verified",34691,"34691","POLYGON",38.0197825,0,500,38.1614647717955,177,22.8396668716781,13,38.1966400146484,25.1966400146484,38.0186910702623
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",151.0233413,136.8753423,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","marine",822,"Pablo Arturo Barrios","Not Reported",NA,"Pablo Arturo Barrios","Multiple ownership","PAN","PA",150.3073321,138.3091588,"Designated",1992,"Not Reported","Not Applicable","State Verified",107336,"107336","POLYGON",150.3037435,0,500,15.1309355141951,178,12.9534757356137,1,26,25,15.0668009837512
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",67.3313195,31.2356876,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","partial",822,"La Playa de la Barqueta Agricola","Part",0,"La Playa de la Barqueta Agrícola","Multiple ownership","PAN","PA",67.0387445,24.7581037,"Designated",1994,"Not Reported","Not Applicable","State Verified",303325,"303325","POLYGON",67.2179475,0,500,39.4649760727724,179,14.4142864359657,2,29,27,39.2995022462228
"Not Applicable","Zona Protectora","Protected Zone","National",217.9996164,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Peninsula de Nicoya","Not Applicable",NA,"Peninsula de Nicoya","Joint ownership","CRI","PA",217.1430054,0,"Designated",1994,"CR-P","Not Applicable","State Verified",115176,"115176","POLYGON",216.9827785,0,500,192.504577400703,180,282.717406443521,17.063777923584,546.51171875,529.447940826416,191.718869689672
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",244.045671,193.7829384,"Federal or national ministry or agency","Not Applicable","PAN","IV","Ministerio de Ambiente","Not Reported","partial",822,"Isla de Canas","Part",0,"Isla de Cañas","Multiple ownership","PAN","PA",242.8520747,188.0703999,"Designated",1994,"Not Reported","Not Applicable","State Verified",10914,"10914","POLYGON",242.9684815,0,500,50.2570320723108,181,14.3684591767236,4,30,26,50.0434582484052
"Not Applicable","Zona Protectora","Protected Zone","National",43.8540433,0,"Federal or national ministry or agency","Not Applicable","CRI","IV","Federal or national ministry or agency","Not Reported","terrestrial",811,"Cuenca del Rio Abangares","Not Applicable",NA,"Cuenca del Rio Abangares","Joint ownership","CRI","PA",43.6786003,0,"Designated",1995,"CR-G","Not Applicable","State Verified",102320,"102320","POLYGON",43.675664,0,500,10.5121477554747,182,392.26095341069,209,534.546447753906,325.546447753906,10.469622459326
"Not Applicable","Refugio de Vida Silvestre","Wildlife Refuge","National",73.8157393,66.4612512,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","marine",820,"La Flor","Not Reported",NA,"La Flor","Not Reported","NIC","PA",73.49708,68.2402,"Designated",1996,"NI-RI","Not Applicable","State Verified",302129,"302129","POLYGON",73.617677,0,500,5.41379698543009,183,34.1500814827679,4,99,95,5.39228209053618
"Not Applicable","Reserva de Recursos Genéticos","Genetic Resources Reserve","National",15.8363436,0,"Federal or national ministry or agency","Not Applicable","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Llanos de Apacunca","Not Applicable",NA,"Llanos de Apacunca","Not Reported","NIC","PA",15.76303,0,"Designated",1996,"NI-CI","Not Applicable","State Verified",302135,"302135","POLYGON",15.832169,0,500,15.892802997124,184,13.4501050111312,5,24,19,15.8322726410568
"Not Applicable","Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance","International",444.0501813,0,"Federal or national ministry or agency","(ii)(iii)(iv)(v)(vi)(vii)(viii)","NIC","IV","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Refugio de Vida Silvestre Los Guatuzos","Not Applicable",NA,"Refugio de Vida Silvestre Los Guatuzos","Not Reported","NIC","PA",442.47666,0,"Designated",1997,"NI-SJ","Not Applicable","State Verified",145539,"145539","POLYGON",442.3219705,0,500,444.080106929621,185,37.7983466643121,31,69,38,442.311714637777
"Not Applicable","Wildlife Sanctuary","Wildlife Sanctuary","National",739.9035735,716.9180058,"Collaborative governance","Not Applicable","BLZ","IV","Forest Department/Sarteneja Wildlife Environment and Ecosytem Team","Not Reported","marine",1844,"Corozal Bay","Not Reported",NA,"Corozal Bay","Not Reported","BLZ","PA",730.4575838,730.486487,"Designated",1998,"BZ-CZL","Not Applicable","State Verified",301909,"301909","POLYGON",735.196143722961,0,500,27.4948488334359,186,3.05032783771142,-3,14,17,27.4079832436001
"Not Applicable","Private Reserve","Private Reserve","National",61.5943766,0,"Not Reported","Not Applicable","BLZ","IV","Ya 'axche Conservation Trust","Not Reported","terrestrial",1844,"Golden Stream Corridor Preserve","Not Applicable",NA,"Golden Stream Corridor Preserve","Not Reported","BLZ","PA",60.8566268,0,"Designated",1998,"BZ-TOL","Not Applicable","State Verified",301941,"301941","POLYGON",61.0998505,0,500,61.3085679054239,187,27.878562551705,6,96,90,61.0990230440702
"Not Applicable","Private Reserve","Private Reserve","National",28.9908667,0,"Not Reported","Not Applicable","BLZ","IV","Birds Without Borders","Not Reported","terrestrial",1844,"Runaway Creek","Not Applicable",NA,"Runaway Creek","Not Reported","BLZ","PA",28.8298051,0,"Designated",1998,"BZ-BZ","Not Applicable","State Verified",342394,"342394","POLYGON",28.750545,0,500,28.8475973986722,188,31.564015068304,14,95,81,28.7527342650366
"Not Applicable","Wildlife Sanctuary","Wildlife Sanctuary","National",37.0235278,0.0059478,"Collaborative governance","Not Applicable","BLZ","IV","Forest Department/Gales Point Consortuim and Mananagement Committee","Not Reported","terrestrial",1844,"Gales Point","Not Applicable",NA,"Gales Point","Not Reported","BLZ","PA",36.8061591,0,"Designated",1998,"BZ-BZ","Not Applicable","State Verified",301911,"301911","POLYGON",37.686796,0,500,37.8116449058327,189,1.63586768264836,0,12,12,37.6868565851111
"Not Applicable","Wildlife Sanctuary","Wildlife Sanctuary","National",22.346206,0,"Local communities","Not Applicable","BLZ","IV","Forest Department/Aguacaliente Management Team","Not Reported","terrestrial",1844,"Aguacaliente  Luha","Not Applicable",NA,"Aguacaliente (Luha)","Not Reported","BLZ","PA",22.2253355,0,"Designated",1998,"BZ-TOL","Not Applicable","State Verified",301992,"301992","POLYGON",22.048816,0,500,22.1249460666504,190,23.9961414140204,11,45,34,22.0489643594326
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",317.5707375,79.1312017,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","partial",1927,"Bahia de Chismuyo","Not Reported",NA,"Bahía de Chismuyo","Multiple ownership","HND","PA",316.16202,107.41212,"Designated",1999,"HN-VA","Not Applicable","State Verified",41021,"41021","POLYGON",316.256906,0,500,188.463626868059,191,8.3072782842107,1,20,19,187.756288852701
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",41.8826006,6.0002596,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","partial",1927,"Las Iguanas y Punta Condega","Not Reported",NA,"Las Iguanas y Punta Condega","Multiple ownership","HND","PA",41.6922,10.2293,"Designated",1999,"HN-CH","Not Applicable","State Verified",41022,"41022","POLYGON",41.724771,0,500,27.3322281793076,192,8.82762678868274,2,18.044002532959,16.044002532959,27.2288388327061
"Not Applicable","Area de Manejo de Hábitat/Especies","Habitat/Species Management Area","National",95.3446505,10.5369548,"Federal or national ministry or agency","Not Applicable","HND","IV","ICF","Existing","partial",1927,"San Bernardo","Not Reported",NA,"San Bernardo","Multiple ownership","HND","PA",94.90922,14.48062,"Designated",1999,"HN-CH","Not Applicable","State Verified",62055,"62055","POLYGON",94.8168457113342,0,500,68.9000756246943,193,6.5288652694394,2,14,12,68.6388689750189
